LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0002464724-0008-7,THE VEGGIE GRILL INC,,"308 WESTWOOD PLAZA, ACKERMAN UNION FLOOR #1ST",LOS ANGELES,90024-,"308 WESTWOOD PLAZA, ACKERMAN UNION 90024",,,,722110,Full-service restaurants,0,01/08/2018,,"(0.0, 0.0)"
0000825798-0001-8,ANDRE DE MONTESQUIOU/DAVE NAJARIAN,CALIFORNIA CHICKEN CAFE,6805 MELROSE AVENUE,LOS ANGELES,90038-3303,6805 MELROSE 90038-3303,POST OFFICE BOX #1284,PICO RIVERA,90660-1284,722110,Full-service restaurants,5,01/06/1991,,"(34.0834, -118.3406)"
0003061812-0001-6,TJK INCORPORATED,BABOUCH MOROCCAN RESTAURANT,810 S GAFFEY STREET,SAN PEDRO,90731-3613,810 GAFFEY 90731-3613,810 S GAFFEY STREET   BUILDING,SAN PEDRO,90731-3613,722110,Full-service restaurants,15,11/14/2017,,"(33.7367, -118.2921)"
0002811481-0003-8,SAMI OTHMAN,ORLEANS YOU BUY WE FRY,11315 S FIGUEROA STREET,LOS ANGELES,90061-1400,11315 FIGUEROA 90006,,,,722110,Full-service restaurants,8,05/01/2021,,"(33.9316, -118.283)"
0002999979-0001-0,SUNISA LOCHANANON,SPICE UP THAI COUSINE,10676   BALBOA BLVD,GRANADA HILLS,91344-6329,10676 BALBOA 91344-6329,,,,722110,Full-service restaurants,12,04/01/2017,,"(34.2643, -118.5019)"
0002857753-0001-3,NO MSG LLC,GENGHIS COHEN,740 N FAIRFAX AVENUE,LOS ANGELES,90046-7206,740 FAIRFAX 90046-7206,POST OFFICE BOX #1467,MONTEREY PARK,91754-8467,722110,Full-service restaurants,5,10/01/2015,,"(34.085, -118.3613)"
0002562993-0001-8,BLACK HOGG INC,OHANA POKE SOPRESSATA,2852 W SUNSET BLVD,LOS ANGELES,90026-2126,2852 SUNSET 90026-2126,,,,722110,Full-service restaurants,13,03/29/2011,,"(34.0826, -118.2729)"
0002960731-0001-8,PROJECT A BLOC LLC,A BLOC,5025   YORK BLVD,LOS ANGELES,90042-1713,5025 YORK 90042-1713,,,,722110,Full-service restaurants,14,03/01/2017,,"(34.1216, -118.2059)"
0002856422-0002-4,POLLERITZER LLC,KAISERS',7473   MELROSE AVENUE,LOS ANGELES,90046-7525,7473 MELROSE 90046-7525,,,,722110,Full-service restaurants,5,02/09/2018,,"(34.0837, -118.3528)"
0003003820-0001-7,TEN RAMEN INC,,3324 W 6TH STREET   #A,LOS ANGELES,90020-5607,3324 6TH 90020-5607,,,,722110,Full-service restaurants,10,07/01/2017,,"(34.0633, -118.295)"
0002683382-0005-9,"APELILA AND J, LLC",,1313   SEPULVEDA BLVD   SUITE #1,TORRANCE,90501-5002,1313 SEPULVEDA 90501-5002,21700   COPLEY DRIVE   SUITE #320,DIAMOND BAR,91765-5499,722110,Full-service restaurants,15,07/08/2018,,"(33.8154, -118.3004)"
0002508179-0007-7,110 SUNSHINE SMOOTHIES INC,DRNK/ QUENCH HOLLYWOOD,6848 W SUNSET BLVD,LOS ANGELES,90028-7008,6848 SUNSET 90028-7008,350 S GRAND AVENUE   #3070,LOS ANGELES,90071-3406,722110,Full-service restaurants,4,07/01/2010,,"(34.0979, -118.3395)"
0003030026-0001-6,SERGIO ARTURO MARTINEZ RODRIGUEZ,PORKY'S CARNITAS,1720 S SOTO STREET,LOS ANGELES,90023-2638,1720 SOTO 90023-2638,,,,722110,Full-service restaurants,14,01/31/2018,,"(34.0175, -118.2197)"
0002828440-0001-0,ATJ&B LLC,,3500 WILSHIRE BLVD UNIT #101,LOS ANGELES,90010-2326,3500 WILSHIRE 90010-2326,716   CORPORATE CENTER DRIVE,POMONA,91768-2652,722110,Full-service restaurants,10,12/01/2014,,"(34.0617, -118.3003)"
0002885854-0001-1,ZONG WANG LI,PURPLE EAST,11668 W PICO BLVD,LOS ANGELES,90064-2909,11668 PICO 90064-2909,767 N HILL STREET   UNIT #208,LOS ANGELES,90012-2365,722110,Full-service restaurants,11,01/01/2016,,"(34.0316, -118.445)"
0002992883-0001-7,RAYMOND PODESTA,INTERNATIONAL HOUSE OF PANCAKES #003,3625   STOCKER STREET,LOS ANGELES,90008-2503,3625 STOCKER 90008-2503,10261   TRADEMARK STREET   SUITE #A,RANCHO CUCAMONGA,91730-5805,722110,Full-service restaurants,8,01/01/2010,,"(34.0083, -118.3363)"
0000107548-0002-5,FRANCISCO J MEJIA,TAMALES ALBERTO ECHO PARK,1630 W SUNSET BLVD,LOS ANGELES,90026-4227,1630 SUNSET 90026-4227,,,,722110,Full-service restaurants,13,11/13/2018,,"(34.0768, -118.2577)"
0002363457-0001-7,NOBU LA LLC,NOBU LA,903 N LA CIENEGA BLVD,LOS ANGELES,90069-4709,903 LA CIENEGA 90069-4709,40 W 57TH STREET   SUITE #320,NEW YORK,10019-4034,722110,Full-service restaurants,5,03/05/2008,,"(34.0875, -118.3764)"
0000178206-0001-1,MULBERRY STREET PIZZERIA INC,,17040 VENTURA BLVD,ENCINO,91316-4129,17040 VENTURA 91316-4129,15300 VENTURA BLVD #315,SHERMAN OAKS,91403-5870,722110,Full-service restaurants,5,01/01/1995,,"(34.0, -119.0)"
0002965619-0001-5,KARNRAVEE CHAIPATJIRASIN / JARUTHAT VANICHYANUKROH,KHUN DANG THAI CUISINE,13436   SHERMAN WAY,NORTH HOLLYWOOD,91605-4415,13436 SHERMAN 91605-4415,140 N PASS AVENUE APT #1,BURBANK,91505-4243,722110,Full-service restaurants,2,01/01/2017,,"(34.201, -118.4261)"
0002881913-0001-1,ANGULO FOOD SERVICES LLC,,5800   FULTON AVENUE,VALLEY GLEN,91401-4062,5800 FULTON 91401,10522   NASHVILLE AVENUE,WHITTIER,90604-1452,722110,Full-service restaurants,2,01/01/2016,,"(34.1758, -118.4203)"
0003129012-0001-9,GABRIEL MONTOYA,GARNACHAS,13714  1/2   SHERMAN WAY,VAN NUYS,91405-2669,13714 SHERMAN 91405-2669,2760 W LINCOLN AVENUE   #21,ANAHEIM,92801-6333,722110,Full-service restaurants,2,05/31/2019,,"(34.2011, -118.4315)"
0003069436-0001-7,TRAKTIR GROUP INC,TRAKTIR RESTAURANT,18588   VENTURA BLVD,TARZANA,91356-4146,18588 VENTURA 91356-4146,112 N HAMILTON DRIVE   UNIT #207,BEVERLY HILLS,90211-2280,722110,Full-service restaurants,3,08/08/2018,,"(34.1694, -118.5383)"
0000041726-0025-1,YOSHINOYA AMERICA INC,YOSHINOYA BEEF BOWL #1230,4202 BEVERLY BLVD,LOS ANGELES,90004-4430,4202 BEVERLY 90004-4430,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,13,02/18/2002,,"(34.0762, -118.3004)"
0000299585-0001-5,NAZCO INC,SALAD FARM,15301 VENTURA BLVD #P17,SHERMAN OAKS,91403-5895,15301 VENTURA 91403-5895,,,,722110,Full-service restaurants,4,03/01/2001,,"(34.1537, -118.4656)"
0000041726-0010-2,YOSHINOYA AMERICA INC,BEEF BOWL #147,3959 WILSHIRE BLVD #A3 A5,LOS ANGELES,90010-3315,3959 WILSHIRE 90010-3315,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,10,09/10/1987,,"(34.0617, -118.313)"
0003031295-0001-1,SU YOUNG HONG,SAM SIK E,2424 S SAN PEDRO STREET,LOS ANGELES,90011-1503,2424 SAN PEDRO 90011-1503,200 S RENO STREET   #209,LOS ANGELES,90057-1179,722110,Full-service restaurants,9,02/06/2018,,"(34.0225, -118.2603)"
0003078598-0001-5,ORIGINAL AVE 26 LLC,,3277 E CESAR E CHAVEZ AVENUE,LOS ANGELES,90063-2853,3277 CESAR E CHAVEZ 90063-2853,3940   MICHIGAN AVENUE,LOS ANGELES,90063-1842,722110,Full-service restaurants,14,09/28/2018,,"(34.0408, -118.1937)"
0000795223-0001-8,PETER RHEE/MI NYUNG RHEE,CUTEY PIE CAFETERIA,316 W 2ND STREET   #B2,LOS ANGELES,90012-3504,316 2ND 90012-3504,,,,722110,Full-service restaurants,14,08/27/1990,,"(34.0526, -118.2475)"
0002245645-0002-5,DAVID A VEGA,LA SALSA RESTAURANT,2122 W 7TH STREET,LOS ANGELES,90057-4001,2122 7TH 90057-4001,,,,722110,Full-service restaurants,1,02/05/2016,,"(34.0567, -118.2777)"
0002993430-0001-0,JAYEMI INC,PLAYA COSTA DEL SOL,11203   GLENOAKS BLVD   #7,PACOIMA,91331-1693,11203 GLENOAKS 91331-1693,,,,722110,Full-service restaurants,7,05/22/2017,,"(34.2737, -118.4123)"
0002970120-0001-7,JUANA RODRIGUEZ AGUILAR,RODRIGUEZ HOT DOG,412 E 111TH STREET,LOS ANGELES,90061-3005,412 111TH 90061-3005,,,,722110,Full-service restaurants,8,02/28/2017,,"(33.9346, -118.2669)"
0002894959-0001-1,OLANNIE INC,EL MESON CRIOLLO,15713   VANOWEN STREET,VAN NUYS,91406-5030,15713 VANOWEN 91406,15713   VANOWEN STREET,VAN NUYS,91406-5030,722110,Full-service restaurants,6,01/01/2016,,"(34.194, -118.4752)"
0002518296-0001-6,BRIDGE TAVERN LLC,VILLAINS TAVERN,1356 PALMETTO STREET,LOS ANGELES,90013-2229,1356 PALMETTO 90013-2229,1923   MICHELTORENA STREET,LOS ANGELES,90039-3536,722110,Full-service restaurants,14,08/01/2010,,"(34.0402, -118.2315)"
0002829716-0001-8,"YAI RESTAURANT ,LLC",YAI RESTAURANT,5757 HOLLYWOOD BLVD,LOS ANGELES,90028-6719,5757 HOLLYWOOD 90028-6719,5757 HOLLYWOOD BLVD,LOS ANGELES,90028-6719,722110,Full-service restaurants,13,04/01/2015,,"(34.1016, -118.3148)"
0003111339-0002-6,ABRAHAM PALEZYAN,POKE-TIME,6005 VINELAND AVENUE SUITE #101,NORTH HOLLYWOOD,91606-4985,6005 VINELAND 91606-4985,1921 N MANNING STREET,BURBANK,91505-1309,722110,Full-service restaurants,2,05/25/2021,,
0002881739-0001-9,OLD HABANA INC,HABANA VIEJA,1648 W CARSON STREET,TORRANCE,90501-3888,1648 CARSON 90501-3888,,,,722110,Full-service restaurants,15,01/01/2016,,"(33.8314, -118.308)"
0003024645-0001-1,EDWIN RAUL CANO,MAXIMOS PIZZA,4157   LONG BEACH AVENUE,LOS ANGELES,90058-1507,4157 LONG BEACH 90058-1507,3184   ESTARA AVENUE,LOS ANGELES,90065-2949,722110,Full-service restaurants,9,01/05/2018,,"(34.0075, -118.2435)"
0002708819-0002-2,CARLOS EVER UMANA FUENTES,EL CHAVOCHO RESTAURANT,4273   BEVERLY BLVD,LOS ANGELES,90004-4415,4273 BEVERLY 90004-4415,,,,722110,Full-service restaurants,13,01/12/2016,,"(34.0764, -118.3021)"
0000496180-0001-9,PANDA ENTERPRISES INC,PANDA KING,402 S BROADWAY,LOS ANGELES,90013-1103,402 BROADWAY 90013-1103,2157   DELIA PLACE,WEST COVINA,91792-2035,722110,Full-service restaurants,14,04/01/2001,,"(34.0494, -118.2493)"
0003200486-0001-2,JESSICA SANCHEZ,MARISCOS CALIFORNIA,14650 PARTHENIA STREET UNIT #W1,PANORAMA CITY,91402-2917,14650 PARTHENIA 91402-2917,17939 ROSCOE BLVD UNIT #6,NORTHRIDGE,91325-3857,722110,Full-service restaurants,6,06/23/2020,,
0000994532-0001-5,BICH HOA TRANG,CHOONY'S DONUTS & BAGEL INC / CHOONY'S DONUT,13796 FOOTHILL BLVD #110,SYLMAR,91342-3165,13796 FOOTHILL 91342-3165,,,,722110,Full-service restaurants,7,01/01/2000,,"(34.31, -118.4336)"
0002699703-0001-4,PQ 6TH & OLIVE INC,LE PAIN QUOTIDIEN,523 W 6TH STREET,LOS ANGELES,90014-1217,523 6TH 90014-1217,50   BROAD STREET   FLOOR #12,NEW YORK,10004-2790,722110,Full-service restaurants,14,10/28/2013,,"(34.0482, -118.2543)"
0002774196-0001-8,RED LOBSTER HOSPITALITY LLC,ATTN:LICENSING | RED LOBSTER 0525,22800   VANOWEN STREET   ## 525,CANOGA PARK,91307-2532,22800 VANOWEN 91307-2532,POST OFFICE BOX #6508,ORLANDO,32802-6508,722110,Full-service restaurants,12,07/28/2014,,"(34.1934, -118.6238)"
0003032085-0001-8,KENJI777X LLC,THE VAULT BY KENJI,606 S HILL STREET   #B6,LOS ANGELES,90014-1720,606 HILL 90014-1720,700 E BIRCH STREET   #392,BREA,92822-2000,722110,Full-service restaurants,14,02/08/2018,,"(34.047, -118.253)"
0003069759-0001-2,INSOMNIA CAFE INC,INSOMNIA CAFE,7286   BEVERLY BLVD,LOS ANGELES,90036-2545,7286 BEVERLY 90036-2545,401 S GRAND VIEW STREET   UNIT #403,LOS ANGELES,90057-2882,722110,Full-service restaurants,5,08/01/2018,,"(34.0761, -118.3484)"
0002881407-0001-4,KIR AND TER ENTERPRISES,FERMIE'S,5719 S MANHATTAN PLACE,LOS ANGELES,90062-2626,5719 MANHATTAN 90062,5719 S MANHATTAN PLACE,LOS ANGELES,90062-2626,722110,Full-service restaurants,8,01/19/2016,,"(33.9904, -118.3105)"
0002861727-0001-3,NADER CATERING INC,YAAS ALBORZ RESTURANT,6001 FALLBROOK AVENUE,WOODLAND HILLS,91367-3224,6001 FALLBROOK 91367-3224,,,,722110,Full-service restaurants,3,10/19/2015,,"(34.1791, -118.6233)"
0003032603-0001-9,DUIDOUGH CAFE LLC,,6334   SELMA AVENUE,LOS ANGELES,90028-6307,6334 SELMA 90028-6307,1645   VINE STREET   UNIT #412,LOS ANGELES,90028-8810,722110,Full-service restaurants,13,04/01/2018,,"(34.0998, -118.3287)"
0002949717-0001-1,PAELLA CORNER LLC,LA PAELLA,476 S SAN VICENTE BLVD,LOS ANGELES,90048-4107,476 SAN VICENTE 90048-4107,,,,722110,Full-service restaurants,5,12/16/2016,,"(34.0694, -118.3748)"
0002883720-0001-9,OCTOPUS RESTAURANT LONG BEACH INC,,3930   BROADWAY PLACE,LOS ANGELES,90037-1008,3930 BROADWAY 90037-1008,,,,722110,Full-service restaurants,9,01/01/2015,,"(34.0114, -118.2769)"
0002708819-0001-4,CARLOS EVER UMANA FUENTES,LA NUEVA FLOR BLANCA,4271 BEVERLY BLVD,LOS ANGELES,90004-4415,4271 BEVERLY 90004-4415,,,,722110,Full-service restaurants,10,11/01/2013,,"(34.0762, -118.3019)"
0000795633-0001-4,PQ STUDIO CITY INC,LE PAIN QUOTIDIEN,13045 VENTURA BLVD,STUDIO CITY,91604-2237,13045 VENTURA 91604-2237,50   BROAD STREET   FLOOR #12,NEW YORK,10004-2790,722110,Full-service restaurants,2,08/01/2004,,"(34.1457, -118.4172)"
0002795798-0001-6,JOYNEEYA LLC,PICKA RICO,14308 VICTORY BLVD,VAN NUYS,91401-1944,14308 VICTORY 91401-1944,14308   VICTORY BLVD,VAN NUYS,91401-1944,722110,Full-service restaurants,6,01/02/2015,,"(34.1866, -118.4445)"
0002886178-0001-6,PORNSAK POTEE,PINK ELEPHANT THAI JAPANESE FOOD,22039   SHERMAN WAY,CANOGA PARK,91303-1852,22039 SHERMAN 91303-1852,,,,722110,Full-service restaurants,3,10/01/2015,,"(34.2013, -118.6074)"
0002789564-0001-3,KNIGHTLIFE COLLECTIVE LLC,,8450 W 3RD STREET,LOS ANGELES,90048-4112,8450 3RD 90048-4112,8720 W SUNSET BLVD,WEST HOLLYWOOD,90069-2206,722110,Full-service restaurants,5,01/02/2015,,"(34.0731, -118.3749)"
0002886094-0001-7,LA FONDA RESTAURANT INC,,2501   WILSHIRE BLVD,LOS ANGELES,90057-4302,2501 WILSHIRE 90057-4302,1730   CALLE TIERRA VISTA,CAMARILLO,93010-7446,722110,Full-service restaurants,1,01/15/2016,,"(34.0605, -118.2805)"
0002826578-0005-3,SWEETGREEN LA LLC,SWEETGREEN 5TH AND GRAND,601 W 5TH STREET,LOS ANGELES,90071-2004,601 5TH 90071-2004,8840   WASHINGTON BLVD   FLOOR #4,CULVER CITY,90232-2380,722110,Full-service restaurants,14,06/13/2017,,"(34.0507, -118.2539)"
0002254782-0001-5,THE QUINTESSENTIAL GROUP LLC,SYCAMORE TAVERN | THE HAPPY ENDING BAR & RESTAURANT,7038 W SUNSET BLVD,LOS ANGELES,90028-7521,7038 SUNSET 90028-7521,3143   DONA SARITA PLACE,STUDIO CITY,91604-4345,722110,Full-service restaurants,4,07/14/2007,,"(34.0979, -118.3427)"
0002763179-0002-9,JOSE INIGUEZ DELGADO,CARNITAS MICHOACAN,14534   BRAND BLVD,SAN FERNANDO,91340-4328,14534 BRAND 91340-4328,,,,722110,Full-service restaurants,7,01/01/2017,,"(34.2743, -118.4493)"
0002326242-0001-1,CSILLA BAN,BELLY-DELI,5961 LUBAO AVENUE,WOODLAND HILLS,91367-5612,5961 LUBAO 91367-5612,,,,722110,Full-service restaurants,3,02/01/2008,,"(34.1776, -118.5672)"
0000245565-0001-7,MAURICE J KRANT,MOS PLACE,203 CULVER BLVD,PLAYA DEL REY,90293-7792,203 CULVER 90293-7792,,,,722110,Full-service restaurants,11,06/29/1995,,"(33.9589, -118.4483)"
0002075413-0003-5,OSI / FLEMING'S LLC,,800 W OLYMPIC BLVD #A135,LOS ANGELES,90015-1373,800 OLYMPIC 90015-1373,2202 N WEST SHORE BLVD FLOOR #5,TAMPA,33607-5747,722110,Full-service restaurants,14,04/01/2008,,"(34.045, -118.2639)"
0002883573-0001-4,JAKSE FOURTH STORE LLC,JERSEY MIKE'S SUBS # 20201,2601   COLORADO BLVD,LOS ANGELES,90041-1006,2601 COLORADO 90041-1006,POST OFFICE BOX #80036,SAN MARINO,91118-8036,722110,Full-service restaurants,14,01/25/2016,,"(34.1425, -118.223)"
0003125819-0001-7,MEE JIN KANG,HIKARI SUSHI,8163   SANTA MONICA BLVD,WEST HOLLYWOOD,90046-4912,8163 SANTA MONICA 90046,10952   TOPEKA DRIVE,PORTER RANCH,91326-2322,722110,Full-service restaurants,0,06/01/2019,,"(34.0909, -118.367)"
0003023601-0001-1,WOOJIN FOOD INC,KKINI,859 S WESTERN AVENUE,LOS ANGELES,90005-3302,859 WESTERN 90005-3302,,,,722110,Full-service restaurants,10,11/30/2017,,"(34.0567, -118.3092)"
0003112425-0001-1,ABK19 INC,AT BANGKOK,2770   FLETCHER DRIVE,LOS ANGELES,90039-2437,2770 FLETCHER 90039-2437,2770   FLETCHER DRIVE,LOS ANGELES,90039-2437,722110,Full-service restaurants,13,03/01/2019,,"(34.1114, -118.2499)"
0002907704-0001-3,BNC MANAGEMENT LLC,YOGURTLAND,14502   NORDHOFF STREET   #3,PANORAMA CITY,91402-1811,14502 NORDHOFF 91402-1811,,,,722110,Full-service restaurants,6,05/01/2016,,"(34.2353, -118.4482)"
0002824723-0001-1,PJCA 2 LP,PAPA JOHN'S,5608 LAUREL CANYON BLVD,NORTH HOLLYWOOD,91607-1802,5608 LAUREL CANYON 91607-1802,2337   ROSCOMARE ROAD   SUITE #6,LOS ANGELES,90077-1851,722110,Full-service restaurants,2,04/15/2015,,"(34.1723, -118.3965)"
0002430092-0001-1,CESAROMURE INC,ADO,796 MAIN STREET,VENICE,90291-3216,796 MAIN 90291-3216,,,,722110,Full-service restaurants,11,05/15/2009,,"(33.9931, -118.4748)"
0002871576-0001-7,LOLA FOOD CONCEPTS LLC,MAYA RESTAURANT,401 N AVALON BLVD,WILMINGTON,90744-5803,401 AVALON 90744-5803,,,,722110,Full-service restaurants,15,12/07/2015,,"(33.7741, -118.2619)"
0002539701-0001-1,MIGUEL A HERNANDEZ,HERNANDEZ TACOS MEXICO,1538 GLENDALE BLVD,LOS ANGELES,90026-2431,1538 GLENDALE 90026-2431,1538   GLENDALE BLVD,LOS ANGELES,90026-2431,722110,Full-service restaurants,13,01/15/2011,,"(34.0828, -118.2599)"
0000033398-0001-3,ARUT DURGARYAN,,2611 RISA DRIVE,GLENDALE,91208-2322,2611 RISA 91208-2322,,,,722110,Full-service restaurants,0,01/01/2003,,"(34.1847, -118.2255)"
0002882990-0001-3,HYPERION PUBLIC SC CAPITAL LP,HYPERION PUBLIC,12969   VENTURA BLVD,STUDIO CITY,91604-2235,12969 VENTURA 91604-2235,,,,722110,Full-service restaurants,2,01/01/2016,,"(34.1456, -118.4158)"
0000371835-0001-6,CAL-ROLL FACTORY INC,CALIFORNIA ROLL FACTORY,11629 SANTA MONICA BLVD,LOS ANGELES,90025-2907,11629 SANTA MONICA 90025-2907,11629   SANTA MONICA BLVD,LOS ANGELES,90025-2907,722110,Full-service restaurants,11,07/09/1996,,"(34.0443, -118.4546)"
0002914546-0001-5,GRACIES INSPIRATION LLC,GRACIE'S PIZZA,4330   MELROSE AVENUE,LOS ANGELES,90029-3511,4330 MELROSE 90029-3511,,,,722110,Full-service restaurants,13,06/11/2016,,"(34.0833, -118.2951)"
0003200450-0001-4,SAZON K TRACHO 3 INCORPORATED,,1823 S MAIN STREET,LOS ANGELES,90015-3611,1823 MAIN 90015,1301 S MAIN STREET   SUITE #220,LOS ANGELES,90015-2452,722110,Full-service restaurants,14,05/18/2020,,"(34.0317, -118.2642)"
0002952637-0001-5,HAPPY TOGETHER INC,TOFU YA,2021   SAWTELLE BLVD,LOS ANGELES,90025-6229,2021 SAWTELLE 90025-6229,,,,722110,Full-service restaurants,11,12/21/2016,,"(34.0402, -118.4434)"
0000657076-0001-7,NATS EARLY BITE INC,NATS EARLY BITE,14115 BURBANK BLVD,VAN NUYS,91401-4908,14115 BURBANK 91401-4908,,,,722110,Full-service restaurants,4,06/01/1988,,"(34.1721, -118.4404)"
0003119063-0001-5,JIM KIM COMPANY,SNOWFOX TOPANGA,6600   TOPANGA CANYON BLVD   UNIT #FC11,CANOGA PARK,91303-2677,6600 TOPANGA CANYON 91303-2677,11761   TELEGRAPH ROAD,SANTA FE SPRINGS,90670-3657,722110,Full-service restaurants,3,05/01/2019,,"(34.1914, -118.6039)"
0002938858-0001-4,THE JOINT SEAFOOD SHERMAN OAKS LLC,THE JOINT,13718   VENTURA BLVD,SHERMAN OAKS,91423-3024,13718 VENTURA 91423-3024,,,,722110,Full-service restaurants,4,10/12/2016,,"(34.1478, -118.4319)"
0003124417-0001-8,LEANDRO MANUEL VARGAS SIMOZA,FLAMINGO?S,1805   EL CERRITO PLACE   APT #401,LOS ANGELES,90068-3773,1805 EL CERRITO 90068,7041   VAN NUYS BLVD   POST OFFICE BOX #7041,LOS ANGELES,91409-1409,722110,Full-service restaurants,4,04/23/2019,,"(34.1041, -118.3452)"
0002659975-0003-6,CONCESSIONS MANAGEMENT LS AT LAX TBIT LLC,SCOREBOARD LA,1 WORLD WAY SPACE #T64,LOS ANGELES,90045-5803,1 WORLD 90045-5803,7929   BROOKRIVER DRIVE   SUITE #200,DALLAS,75247-4945,722110,Full-service restaurants,11,07/09/2014,,"(33.9453, -118.3995)"
0002902075-0002-8,CALIFORNIA FIESTA TAMALE INC,CALIFORNIA TAMALE HOUSE,7622   RESEDA BLVD,RESEDA,91335-2822,7622 RESEDA 91335-2822,,,,722110,Full-service restaurants,12,11/11/2017,,"(34.209, -118.5359)"
0002974171-0001-9,AREAS USA OHM LAX JV LLC,COFFE BEAN AND TEA LEAF,380   WORLD WAY,LOS ANGELES,90045-5800,380 WORLD 90045-5800,5301   BLUE LAGOON DRIVE   SUITE #690,MIAMI,33126-7034,722110,Full-service restaurants,11,01/01/2015,,"(33.9435, -118.4085)"
0003127453-0001-6,8265 BEVERLY LLC,NIC'S ON BEVERLY,8265   BEVERLY BLVD,LOS ANGELES,90048-4515,8265 BEVERLY 90048-4515,8265 BEVERLY BLVD,LOS ANGELES,90048-4515,722110,Full-service restaurants,5,06/07/2019,,"(34.0762, -118.3696)"
0002876992-0001-5,JESSICA MARGARITA ANDRADE ALFARO,LA COLMENITA MARKET & SALVADORAN RESTAURANT,5937   VINELAND AVENUE,NORTH HOLLYWOOD,91601-1326,5937 VINELAND 91601-1326,,,,722110,Full-service restaurants,2,12/29/2015,,"(34.1787, -118.3706)"
0002886236-0001-1,THE STAND INVESTORS IV LLC,THE STAND,19600   PLUMMER STREET   UNIT #700,NORTHRIDGE,91324-2139,19600 PLUMMER 91324-2139,17000   VENTURA BLVD,ENCINO,91316-4109,722110,Full-service restaurants,12,02/15/2016,,"(34.2416, -118.5611)"
0000477507-0001-9,JACK IN THE BOX PROPERTIES,JACK IN THE BOX 3378,516 N BEAUDRY AVENUE,LOS ANGELES,90012-1510,516 BEAUDRY 90012-1510,9357 SPECTRUM CENTER BLVD,SAN DIEGO,92123-1444,722110,Full-service restaurants,1,09/28/1997,,"(34.0645, -118.2499)"
0003120390-0001-8,SASABUNE EXPRESS LLC,SASABUNE EXPRESS,970   MONUMENT STREET   SUITE #118,PACIFIC PALISADES,90272-3879,970 MONUMENT 90272,970   MONUMENT STREET   SUITE #118,PACIFIC PALISADES,90272-3879,722110,Full-service restaurants,11,05/01/2019,,"(34.0464, -118.5238)"
0002929745-0001-0,NIHARI HOUSE LLC,,13920   VAN NUYS BLVD   #101,ARLETA,91331-4592,13920 VAN NUYS 91331-4592,,,,722110,Full-service restaurants,6,08/26/2016,,"(34.2557, -118.4354)"
0002886960-0001-1,WIT MANAGEMENT INC,MOD CON,8459   BEVERLY BLVD,LOS ANGELES,90048-3415,8459 BEVERLY 90048,8459   BEVERLY BLVD,LOS ANGELES,90048-3415,722110,Full-service restaurants,5,03/01/2016,,"(34.0761, -118.3751)"
0002757600-0002-6,"HSI HAVANA LAX F & B, LLC",8 OZ BURGER,400 WORLD WAY SPACE #2-4B,LOS ANGELES,90045-5888,400 WORLD 90045-5888,6905 ROCKLEDGE DRIVE,BETHESDA,20817-1828,722110,Full-service restaurants,11,12/04/2013,,"(33.9429, -118.4079)"
0002784046-0001-8,KRESS VENTURE INC,MIA SUSHI,4741 EAGLE ROCK BLVD,LOS ANGELES,90041-2734,4741 EAGLE ROCK 90041-2734,405 W DUARTE ROAD   #C,MONROVIA,91016-4502,722110,Full-service restaurants,14,11/10/2014,,"(34.1312, -118.2164)"
0003103390-0001-7,ESTHER O IKUYAJESIN,ADUKE AFRICAN CUISINE AND CATERING SERVICES,6118 W PICO BLVD,LOS ANGELES,90035-2517,6118 PICO 90035-2517,,,,722110,Full-service restaurants,10,02/12/2019,,"(34.0527, -118.3746)"
0002537140-0002-6,BERLIN CURRYWURST LLC,,317 S BROADWAY     SUITE #C1 1/2,LOS ANGELES,90013-1222,317 BROADWAY 90013-1222,,,,722110,Full-service restaurants,14,04/18/2014,,"(34.0508, -118.2483)"
0002996277-0001-1,GOLDEN GOOSE FAMILY INC,,2903 W SUNSET BLVD,LOS ANGELES,90026-2127,2903 SUNSET 90026-2127,2903 W SUNSET BLVD,LOS ANGELES,90026-2127,722110,Full-service restaurants,13,07/20/2017,,"(34.083, -118.2733)"
0000978040-0001-5,FRANCES ROMONA JONES /C,JONES MANAGMENT-LA TIJERA INC,6904 LA TIJERA BLVD,LOS ANGELES,90045-1954,6904 LA TIJERA 90045-1954,4201   WILSHIRE BLVD   SUITE #215,LOS ANGELES,90010-3601,722110,Full-service restaurants,11,02/01/2000,,"(33.976, -118.3732)"
0002533955-0003-7,SUPAWADEE NOOCHLAOR,VIM THAI RESTAURANT,5132   HOLLYWOOD BLVD,LOS ANGELES,90027-6106,5132 HOLLYWOOD 90027-6106,,,,722110,Full-service restaurants,13,01/01/2017,,"(34.1014, -118.3018)"
